"relative_path","area","artifact_kind","bytes","lines","sha256"
"app/cpy/CVTRA07Y.cpy","core-application","COBOL copybook or generated BMS copybook","5831","73","c029d323d3eeeda93ceb0ba8cbc8e561bc69cd38c48545d833b5e85b7e662082"
"app/cpy/UNUSED1Y.cpy","core-application","COBOL copybook or generated BMS copybook","416","10","7db9c8fd2e8e1be376a0ba9d5db47214dcae8fd14960ad1dfc65c0d4915ef742"
"app/cpy-bms/.gitkeep","core-application","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"app/cpy-bms/COACTUP.CPY","core-application","COBOL copybook or generated BMS copybook","26716","668","69183c96277af5811186338ec4bb7306bedc79ef851b40cf421e41d2ce070582"
"app/cpy-bms/COACTVW.CPY","core-application","COBOL copybook or generated BMS copybook","18863","464","b5daa8ff7224d16d52a3b57abe31684e5b6c3ba3b334f41623c78ed462c1bb4d"
"app/cpy-bms/COADM01.CPY","core-application","COBOL copybook or generated BMS copybook","10766","260","14ebe641036303a5b2040389a0a9982400335b347b42f391fe8f7c16697e0ecc"
"app/cpy-bms/COBIL00.CPY","core-application","COBOL copybook or generated BMS copybook","6026","140","ff070c9b6361c1cfcc568614fd22c93061ca9600e9e3a5d70942a33ae7dd655b"
"app/cpy-bms/COCRDLI.CPY","core-application","COBOL copybook or generated BMS copybook","22576","560","8d41ad584531170d7b503f8fbb5ff3f8b1421cc2f410068ceba81235258ed64e"
"app/cpy-bms/COCRDSL.CPY","core-application","COBOL copybook or generated BMS copybook","8372","200","3e17268853e36a0a4dc0ef5847f3ff78e18893f413d7ed6c19213b6279a8a105"
"app/cpy-bms/COCRDUP.CPY","core-application","COBOL copybook or generated BMS copybook","9298","224","d133cce465d01fc14c33aa7bf82d48a7eca40dc322fa48be673945a54a1642f7"
"app/cpy-bms/COMEN01.CPY","core-application","COBOL copybook or generated BMS copybook","10766","260","ef7a5c485acb2f31b0e056c7538b63a107e7b5ba1b596603705c167cb6367b9d"
"app/cpy-bms/CORPT00.CPY","core-application","COBOL copybook or generated BMS copybook","9236","224","d21d39a24b00f032b93580dfb46f48fd6920d134be0abdd2a125961aae3db56d"
"app/cpy-bms/COSGN00.CPY","core-application","COBOL copybook or generated BMS copybook","6454","152","ebcd103fee02dbf32ce155fafb205086b1868d86bdaf452eb11e9fbc6a63b07a"
"app/cpy-bms/COTRN00.CPY","core-application","COBOL copybook or generated BMS copybook","29222","728","b3cf2e883c4cce67cf14a36e9ac711044d293b2efc872ab9f6ecd1fda9e8bc6e"
"app/cpy-bms/COTRN01.CPY","core-application","COBOL copybook or generated BMS copybook","11056","272","9cf0ab304f9894dfad6f37830069c316f4f3b27d5cf6d4787c8cd0b526eadc68"
"app/cpy-bms/COTRN02.CPY","core-application","COBOL copybook or generated BMS copybook","11074","272","7a2001f5f8af41281c11a2e0c56ee122cc85c0dd7d714dd7e5fef0fac6736131"
"app/cpy-bms/COUSR00.CPY","core-application","COBOL copybook or generated BMS copybook","29200","728","c01c707d0c49a6fbdfb833425fad717729095f1c57a86e3e5ecd5503a13f69bd"
"app/cpy-bms/COUSR01.CPY","core-application","COBOL copybook or generated BMS copybook","6920","164","32daefc0e992f83d6dd64e8528dc4519a621c88daed0832754d0ff2d1e1c0ca3"
"app/cpy-bms/COUSR02.CPY","core-application","COBOL copybook or generated BMS copybook","6930","164","86588e14e80016f346d45a730b3f7fa841408d269e29eb79a1a1ca6743197fe3"
"app/cpy-bms/COUSR03.CPY","core-application","COBOL copybook or generated BMS copybook","6468","152","82b9622bc626b66b7330e51578da22a39971cfbc5d10907bb8df7ab32bc05ae3"
"app/csd/.gitkeep","core-application","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"app/csd/CARDDEMO.CSD","core-application","CICS resource definitions","30445","505","cc15a78a9b3ce02d4b4fe4dcdcb11ccc0fdc6b686c3e4817d6c56390b59d660f"
"app/ctl/REPROCT.ctl","core-application","utility control statements","1076","15","3ceeb621fc3c24b249aedd2126a77d3ae665a6586fa28a6c125ed21492fc49b7"
"app/data/ASCII/acctdata.txt","core-application","text data or captured output","15100","50","7827518a510df5ccaf2a71b2aa3df9c440053f65b8029b41e580629f65a39e93"
"app/data/ASCII/carddata.txt","core-application","text data or captured output","7600","50","71bebf4e057af2d8303cbd78bbb41aa4b96e81d901e3168228d58fe1c798017e"
"app/data/ASCII/cardxref.txt","core-application","text data or captured output","1900","50","2456323e4297567a21d2fe0b19b7b81306b77fd801916a5da8b8a514ec00a6a0"
"app/data/ASCII/custdata.txt","core-application","text data or captured output","25100","50","291f3d5120835faf9e655b7b7ce9c357eb432269b8b7277faf652ae6b65ad71a"
"app/data/ASCII/dailytran.txt","core-application","text data or captured output","105600","300","c594b45686bafa8523c8f5e99051788a311fa11841de5b5548a269c8c828b4a7"
"app/data/ASCII/discgrp.txt","core-application","text data or captured output","2652","51","465fadfbf1874517a7b9971b3f45e1d939cb953ad064429be902952e3c4d8486"
"app/data/ASCII/tcatbal.txt","core-application","text data or captured output","2600","50","06c23024fc4267759ebc287a8efa1b6ebaa2c064bc279f760e9d2525a54c5f24"
"app/data/ASCII/trancatg.txt","core-application","text data or captured output","1116","18","314ee34680b039e4712ae4ad45de09d351e8279ed7a491237daaa844075492fe"
"app/data/ASCII/trantype.txt","core-application","text data or captured output","434","7","caa7aea053c8f8a079276308cf9448a952cbc41abf86c1188a6d1f0f4302de14"
"app/data/EBCDIC/.gitkeep","core-application","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"app/data/EBCDIC/AWS.M2.CARDDEMO.ACCDATA.PS","core-application","EBCDIC sample data","15000",,"23167cdff65ca6dfa2e5bccee89112e3e83a80247a38e251f3981377ab098ec9"
"app/data/EBCDIC/AWS.M2.CARDDEMO.ACCTDATA.PS","core-application","EBCDIC sample data","15000",,"23167cdff65ca6dfa2e5bccee89112e3e83a80247a38e251f3981377ab098ec9"
"app/data/EBCDIC/AWS.M2.CARDDEMO.CARDDATA.PS","core-application","EBCDIC sample data","7500",,"b5d968b6865bd48fb45928ef6cacce9b6aacdaec7b51cfcc9819b9fafcaed3e5"
"app/data/EBCDIC/AWS.M2.CARDDEMO.CARDXREF.PS","core-application","EBCDIC sample data","2500",,"b07ab2e5fa2500501c1dcaffe478ee74c4562a290174020a093dfa6f0e6325d3"
"app/data/EBCDIC/AWS.M2.CARDDEMO.CUSTDATA.PS","core-application","EBCDIC sample data","25000",,"0435915cd35ea3077bad9d391fea1520bc7f30ec06d6e29fbe68290f3d6f27f3"
"app/data/EBCDIC/AWS.M2.CARDDEMO.DALYTRAN.PS","core-application","EBCDIC sample data","105000",,"479b1f99cb7adcd9b79e94708f04c8bde0a010ba87f2ed69ba8af1effe57d076"
"app/data/EBCDIC/AWS.M2.CARDDEMO.DALYTRAN.PS.INIT","core-application","EBCDIC initialization data","350",,"aef36e51163a80999656487416e9edeec70b1e190fc70185c8e86c577e135073"
"app/data/EBCDIC/AWS.M2.CARDDEMO.DISCGRP.PS","core-application","EBCDIC sample data","2550",,"722df78926c1ac01ed8e1138d2bba72593ac21046c994685c64fc7c87a5851d3"
"app/data/EBCDIC/AWS.M2.CARDDEMO.EXPORT.DATA.PS","core-application","EBCDIC sample data","250000",,"e1d6cfbe62a77b5c7e3bd78d920813a76ca7bf18280a17f988221ddeda19b3ba"
"app/data/EBCDIC/AWS.M2.CARDDEMO.TCATBALF.PS","core-application","EBCDIC sample data","2500",,"725dbe47d34d67053090efde8819af686ce424ed9dc0c8fd3f33cd1bf786b68a"
"app/data/EBCDIC/AWS.M2.CARDDEMO.TRANCATG.PS","core-application","EBCDIC sample data","1080",,"3c171c53c0b90ec7b0c267305cf5ba051825dfff78021425c601141f2f3c99e2"
"app/data/EBCDIC/AWS.M2.CARDDEMO.TRANTYPE.PS","core-application","EBCDIC sample data","420",,"97735eb6979387143a98947a0681aed745a63c6a1f7dfbea1667dd4a6d567cf2"
"app/data/EBCDIC/AWS.M2.CARDDEMO.USRSEC.PS","core-application","EBCDIC sample data","800",,"8608d4b8a03f7587c1493282f9337ab24fdf527d0aadbdb85dc3713dccdc6fc8"
"app/jcl/ACCTFILE.jcl","core-application","JCL","4945","65","92ce6733ad0e3fad640e19d1224003fe30c711c2564eb7a660d53fd7f0dd6622"
"app/jcl/CARDFILE.jcl","core-application","JCL","10075","128","795600a41abec0706aec8bd0dd93446b29cf01fcd8f9d2173e4ec6d5476611d0"
"app/jcl/CBADMCDJ.jcl","core-application","JCL","6575","167","49b99c74e97d7177e558748f58b73cc418daacd93b415d908b09651393841916"
"app/jcl/CBEXPORT.jcl","core-application","JCL","3019","72","e5d010a3209dbbcf6d9b92a3c71b7c806019ce014ad921430eed9abf1706f804"
"app/jcl/CBIMPORT.jcl","core-application","JCL","2823","68","9f3adc0cde9d471b0976a4e4c5bee625a65fd0cdcc1e031d9abde8f5c3e8ccf5"
"app/jcl/CLOSEFIL.jcl","core-application","JCL","2269","34","e47d406dde49f06847a46559fa9a7182b80b85f0727a5f0be312286f34df9192"
"app/jcl/COMBTRAN.jcl","core-application","JCL","3714","52","a91649d6a927e1fd7b81fcdab39088ae26554eea52b07d5715e488c81c3f2cc2"
"app/jcl/CREASTMT.JCL","core-application","JCL","4554","97","87a18700fac7bccfffbefa5d80fed0b171fdc36caeebb575c8a3cf66e4fc3caa"
"app/jcl/CUSTFILE.jcl","core-application","JCL","6485","84","5fa6da4bc85866f0e08783585e7c652d312179982dbdd821866f569a083ac976"
"app/jcl/DALYREJS.jcl","core-application","JCL","2265","32","ce396a6469c84577ea508d184f7ea6a42ceacd54c6a5e0fb097e626bb6361d45"
"app/jcl/DEFCUST.jcl","core-application","JCL","2462","47","03dd2fc683ced79ec53269f6a24d48ceadb87ae4d6a5b48b65a37763046dfd58"
"app/jcl/DEFGDGB.jcl","core-application","JCL","4807","63","4ccd135a079641b2d484b7789ea0f47955725774442283274f204480c0903f3f"
"app/jcl/DEFGDGD.jcl","core-application","JCL","3811","94","78c13d7e0e851aecd1acbfcedd26b60633a3a850dcd9fe38de339362be5e4830"
"app/jcl/DISCGRP.jcl","core-application","JCL","4969","65","64a250c918cc8205eddd6d51615e24a8c23585ff012ea518c6d452ebd7d71492"
"app/jcl/DUSRSECJ.jcl","core-application","JCL","4152","92","71a529aab49502e9ce57abcdb268a896e34b947409d3278c5dd813f93105e33f"
"app/jcl/ESDSRRDS.jcl","core-application","JCL","5067","124","9bec766029968057b831f539cc91b84e4e1d8ee22aa3de5ba6b509f8a698de77"
"app/jcl/FTPJCL.JCL","core-application","JCL","1654","42","10393acea782d865532700ac61c9282c0438e921b34e698ddba1a046e974899a"
"app/jcl/INTCALC.jcl","core-application","JCL","3008","44","b9313658a1e6fdb570a765c5e5e0e9e23d83f7062439c7d18544da986fbf108d"
"app/jcl/INTRDRJ1.JCL","core-application","JCL","776","19","bc1c4427ac4d980ea01686026f7f15d1e86b060c7c3dc5c795730cea5441dd87"
"app/jcl/INTRDRJ2.JCL","core-application","JCL","629","14","e89c73e8ebffa116c27e7c2e335b364467355def280c6208b7ef9d70ca66c7a8"
"app/jcl/OPENFIL.jcl","core-application","JCL","2266","34","adf1f084e330739d5b220bc6ba08b0345ab5b9083e020d6f4527d021b6838a3a"
"app/jcl/POSTTRAN.jcl","core-application","JCL","3291","45","a4de9f8cc5fbcaefb12e0b05fe87cb7d0b4accaa8a05f2ff6c13cf325431e2d6"
"app/jcl/PRTCATBL.jcl","core-application","JCL","4382","66","0668cd90c6092711cd173b3dfcd884887c11408e7c5c9ebc2d0332d929750cbe"
"app/jcl/READACCT.jcl","core-application","JCL","2407","50","0965badda9c801df4f86e74755b66325764d8d1a840c615e6552b660f6401f15"
"app/jcl/READCARD.jcl","core-application","JCL","2148","31","2b8ef6678d477345868671ace4b6a9990e33081d6ba6b47827aad980927132b7"
"app/jcl/READCUST.jcl","core-application","JCL","1634","30","3b39d6182c5483967c63616df65c56359e13a8a10c5bf08dcff9fe98566196a9"
"app/jcl/READXREF.jcl","core-application","JCL","2096","31","09f076859afdd2a12bbe2e5eb1380bb986a656efe7bfb65a39377ad2c581db52"
"app/jcl/REPTFILE.jcl","core-application","JCL","2239","32","b78fd0ff11009e23d5dce60a79daa5d947990d3b9e7a04ccb346fcc90151dee0"
"app/jcl/TCATBALF.jcl","core-application","JCL","4930","65","9ff82ea5a21fd54c3ce405a14fd0851a7c17af71ed4e27a2bb2ce1860f50692b"
"app/jcl/TRANBKP.jcl","core-application","JCL","5401","71","bd7a846799373121152a91b52427f3c668f390f448609d0eea534d49989acb9d"
"app/jcl/TRANCATG.jcl","core-application","JCL","4949","65","09ad86b3c1ac0b32cee842682baead25c1ded1572c65599591b28826261de457"
"app/jcl/TRANFILE.jcl","core-application","JCL","9846","125","c506a68f7482a971133524ec1d8b76001f593d4e1e98477c12c80ede4e4ce2db"
"app/jcl/TRANIDX.jcl","core-application","JCL","4268","58","ad12d5f7b4b4e37b17baf23a5b1bf208ff35945182d587a909e0208d3bd45855"
"app/jcl/TRANREPT.jcl","core-application","JCL","6511","84","081aad149f0a9c020440fb6e6da93f2a6cf6d1f77eead3cefea3702b13d79802"
"app/jcl/TRANTYPE.jcl","core-application","JCL","4950","65","7993012c72041e6a9cbda9fff43549af4f8789081dc8a64b71a8a1a01f775254"
"app/jcl/TXT2PDF1.JCL","core-application","JCL","1489","41","7b051e99abe3fdcf772d613646b39f9abf10b02e9f52422d073fa0c52908e46b"
"app/jcl/WAITSTEP.jcl","core-application","JCL","1568","27","36c98a55c7701bfaa9bd6404d2aca95888880d4f908ced678840a37e2e3eac5e"
"app/jcl/XREFFILE.jcl","core-application","JCL","8271","106","f4a24014ae9ebfdf4d36db958e1fadb76158114fa6f721e9b547d0842d556f24"
"app/maclib/ASMWAIT.mac","core-application","assembler macro","849","20","a87bcd00ae6e3d6654169c17c1f37174307527c8554baacd1b8a6d4da0d31c98"
"app/maclib/COCDATFT.mac","core-application","assembler macro","1123","23","0e4ae6147453ee88e9688fa056cfd197e3d599bcb7c9be5be426cd98383f3029"
"app/proc/REPROC.prc","core-application","cataloged procedure","2265","32","cbe8a6eb2e718baf4a45d474e369dfe066e698f09e295a5ae5f8de69088c3f53"
"app/proc/TRANREPT.prc","core-application","cataloged procedure","6365","82","fdbdc473dd21ba4908613c47180542ceffea8ea9a976a9413355361c6deaf103"
"app/scheduler/CardDemo.ca7","core-application","CA 7 schedule","29514","571","61d204864a80f79934029c80a1ac8ef126fc76f04cdce38d144928e84133d463"
"app/scheduler/CardDemo.controlm","core-application","Control-M schedule","20100","93","8efe566cd0fb3f2bcee70d74b8c5bd45c86e3df01bdb87f9006f53a63e8d0294"
"CODE_OF_CONDUCT.md","repository-metadata","repository documentation","313","4","51e371ca53f211d7429c83dfd151a9ac5ccb5ffd668237ec63984ec556142716"
"CONTRIBUTING.md","repository-metadata","repository documentation","3219","59","eb4eeb7bd4e9a8d99b67b744e5356a3681c42313b3789eb5f777b9d97d910abb"
"diagrams/Admin-Menu.png","reference-diagrams","reference image","909673",,"2034c0b5b72495812030178e6cccc924f5dd292833294cdfa720ffd20b7330eb"
"diagrams/Application-Flow-Admin.png","reference-diagrams","reference image","100312",,"bde3145df5f5337af0bf4a41d8b5f9ee10b7db1647330e470d015a0a341f72ae"
"diagrams/Application-Flow-User.png","reference-diagrams","reference image","167770",,"bd14babc44c3d7d361c9058649b6d40f24100adf7a5deb2d92909b3461e042bd"
"diagrams/auth_details.png","reference-diagrams","reference image","317120",,"1313635a7e9172d6be8e041e741e5281351785c91a24822c186a0e89886d9aef"
"diagrams/auth_flow.png","reference-diagrams","reference image","98975",,"a1b02725d3dfa730210c84273196a1d2caa62f42af9f2cc658d98489387e5122"
"diagrams/auth_fraud.png","reference-diagrams","reference image","331791",,"7a24a1a1c9146d49f150888c24043e728e6c14597f2a0fca152ea9aed965894b"
"diagrams/auth_summary.png","reference-diagrams","reference image","388881",,"08a58f4d047370e6126bc0fa3804bb1efc9a51fdf243ec07fd383429beabb815"
"diagrams/CARDDEMO-DataModel.drawio","reference-diagrams","diagram source","8872","1","8b609a93a91af114f4b2803b51bd384d420ffeb05f4c890253fd248bafcd269c"
"diagrams/db2_model.png","reference-diagrams","reference image","41459",,"742eff8bf12168e1a41c39494d89e268a41167d18c6c9a84a8e5634870ac13c6"
"diagrams/ims_model.png","reference-diagrams","reference image","89401",,"e82b3f854a30994756c7e42ee4dc99780e5783f65ec9246900b917def94953a5"
"diagrams/Main-Menu.png","reference-diagrams","reference image","409799",,"bc1e68c59a38b51508efc7285ab87cd3316ae21e016d478c79057e846472c8b2"
"diagrams/Signon-Screen.png","reference-diagrams","reference image","390423",,"e251ce4c54c840d999bf86090f8d38ed9b084b593aa56a9967e858659f3f38d0"
"LICENSE","repository-metadata","other","10317","175","88046bf22d5b4f4b8cc85079ae6aae5424a3a1999db952ed152828ff325b2c6d"
"NOTICE","repository-metadata","other","68","1","3b921bdc93d93a9db034684b0b3154f1d4bab94b275be2fe37ccbf6d7f285b66"
"README.md","repository-metadata","repository documentation","24040","398","9853c8e293f54963b52daf4ebdebce8fb974f51fc6cb4aabd6dd0a12af283969"
"samples/jcl/BATCMP.jcl","build-samples","JCL","3224","42","f7b03b02912d20e5e59a17ca85f47a2814c26cfe7fbc34da19c70a073ce68997"
"samples/jcl/BMSCMP.jcl","build-samples","JCL","2683","47","313cd71d36faadb4c120483cbeb1a37136cf199f3b8105d66cf6e97674aa11cd"
"samples/jcl/CICCMP.jcl","build-samples","JCL","3860","50","2a015a56095c12af4c6270deb3650b6dbe5383ba4d029c08d9d2479b2c6324f0"
"samples/jcl/CICDBCMP.jcl","build-samples","JCL","2746","56","e90257b488c071d1b73fd271afdc17037095c6b9630385809c656a60671374b3"
"samples/jcl/IMSMQCMP.jcl","build-samples","JCL","4550","114","78405236e2b6c04e18d2a6228f348dccb01753063d90a90e8712b676566a87ff"
"samples/jcl/LISTCAT.jcl","build-samples","JCL","1990","39","88761c18b6aa1191b1f4853ba02c1da72daa9f9c40c6692d1cfafa166862c937"
"samples/jcl/RACFCMDS.jcl","build-samples","JCL","2382","34","154311149b2d1714fdd9b16e6ecae1c4c863771953099e6a53cd6eeea5a94052"
"samples/jcl/REPRTEST.jcl","build-samples","JCL","2565","36","ac7e7ef9faf59dca61cdedd00634acfe707b54ad8cca9fd06474afeab84fe828"
"samples/jcl/SORTTEST.jcl","build-samples","JCL","2238","38","2697dcc8e5e7871db59840e68008f137ebb7ed5683ed6ef6e2aad967e612442c"
"samples/m2/mf/CardDemo_runtime.zip","build-samples","runtime archive","468566",,"683ef5bb461553ae9cee17c8c115f63bcb241ddeb832a2f1c62e8f96e9dbe2e3"
"samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip","build-samples","runtime archive","434174",,"431f67920a1e9b980cc21a6de1a375aac0c21b62d256c584d109ff7735c436ca"
"samples/proc/BLDCIDB2.prc","build-samples","cataloged procedure","7328","177","a8f228dff4f0d71e4011d74ced51bffeb6e8e9f3107d31fa02d629cc88947d5f"
"samples/proc/BUILDBAT.prc","build-samples","cataloged procedure","3977","83","7fc27903bb0c12e9aabaae05b04a172ffec7ae606480ec9145003a0715de5d52"
"samples/proc/BUILDBMS.prc","build-samples","cataloged procedure","8359","105","398dd38e9c0b4ce90498db3a10df76145427e708606bf920957311b56337b5b7"
"samples/proc/BUILDONL.prc","build-samples","cataloged procedure","5149","109","f494515890ef61b2873281ce4b16bc948521c52c5d1eb907cd1e3a0777899c49"
"scripts/compile_batch.jcl.template","developer-automation","build template","4602","64","43cfec067464578c7fcef1e6518348165f95512035892397edca04934934452c"
"scripts/git-addSrcVersionInfo.sh","developer-automation","shell automation","2736","103","5969314d4065384199af9ab663277b305b7e7b813bf0d2f7897dddf03d6e8391"
"scripts/local_compile.sh","developer-automation","shell automation","81","2","0ebcd292693785a3967f32bc7261a6158a6f804ba8f05712d31212af63ca0bcc"
"scripts/markers/ACCTFILE","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CARDFILE","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CBACT01C","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CBACT02C","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CBACT03C","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CBACT04C","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CBCUS01C","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CBTRN01C","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CBTRN02C","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CBTRN03C","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CUSTFILE","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVACT01Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVACT02Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVACT03Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVCUS01Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVTRA01Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVTRA02Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVTRA03Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVTRA04Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVTRA05Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVTRA06Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/CVTRA07Y","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/DALYREJS","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/DEFGDGB","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/DISCGRP","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/LISTCAT","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/POSTTRAN","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/RACFCMDS","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/READACCT","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/READCARD","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/READCUST","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/READXREF","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/REPRO","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/REPROC","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/REPROCT","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/REPRTEST","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/REPTFILE","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/TCATBAL","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/TCATBALF","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/TRANCAT","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/TRANCATG","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/TRANFILE","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/TRANREPT","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/TRANTYPE","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/markers/XREFFILE","developer-automation","marker or placeholder","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"scripts/pad.awk","developer-automation","AWK automation","118","5","75424cd5498c0706f26f572321c257e36f3aa7e189ebc871685b9192919e9550"
"scripts/remote_compile.sh","developer-automation","shell automation","997","43","48422a3ae0883fc3cc7d40e78123f9adc2f40f9ee977e1d45702d9459fc0433d"
"scripts/remote_refresh.sh","developer-automation","shell automation","1186","52","1d1027d8e9b73d28a0c1a66641028efb55063c114650153c0621c0d2534c269a"
"scripts/remote_submit.sh","developer-automation","shell automation","436","25","b5fe349a3de64547e3d0235c8ad71fecafeb87149f379858f1db7db990cb3562"
"scripts/run_full_batch.sh","developer-automation","shell automation","1622","70","d887f01198c934af05c2662ccaa5db6531e3cebe7c49af994652784d3ada3e54"
"scripts/run_interest_calc.sh","developer-automation","shell automation","848","37","8845034c262775b6511ef7099c6a2a31c86c52a78d44b16d081b878c8e5f00b0"
"scripts/run_posting.sh","developer-automation","shell automation","823","37","a9a50aebaa5baebe82d5b515ef2ce052196ad5463aa759eea1ca24f553dbf148"
